Date,Year,Month,Day,RetroID,Visitor,Home,Site,Home,FirstBase,SecondBase,ThirdBase,LeftField,RightField,AllUmpires,Ejections,Changes
1907/10/08,1907,10,08,CHN190710080,Detroit Tigers,Chicago Cubs,West Side Grounds,Hank O'Day,Jack Sheridan,,,,,Hank O'Day;Jack Sheridan,,
1907/10/09,1907,10,09,CHN190710090,Detroit Tigers,Chicago Cubs,West Side Grounds,Jack Sheridan,Hank O'Day,,,,,Jack Sheridan;Hank O'Day,Hughie Jennings ejected by Hank O'Day,
1907/10/10,1907,10,10,CHN190710100,Detroit Tigers,Chicago Cubs,West Side Grounds,Hank O'Day,Jack Sheridan,,,,,Hank O'Day;Jack Sheridan,,
1907/10/11,1907,10,11,DET190710110,Chicago Cubs,Detroit Tigers,Bennett Park,Jack Sheridan,Hank O'Day,,,,,Jack Sheridan;Hank O'Day,,
1907/10/12,1907,10,12,DET190710120,Chicago Cubs,Detroit Tigers,Bennett Park,Hank O'Day,Jack Sheridan,,,,,Hank O'Day;Jack Sheridan,,
1908/10/10,1908,10,10,DET190810100,Chicago Cubs,Detroit Tigers,Bennett Park,Jack Sheridan,Hank O'Day,,,,,Jack Sheridan;Hank O'Day,,
1908/10/11,1908,10,11,CHN190810110,Detroit Tigers,Chicago Cubs,West Side Grounds,Bill Klem,Tommy Connolly,,,,,Bill Klem;Tommy Connolly,,
1908/10/12,1908,10,12,CHN190810120,Detroit Tigers,Chicago Cubs,West Side Grounds,Hank O'Day,Jack Sheridan,,,,,Hank O'Day;Jack Sheridan,,
1908/10/13,1908,10,13,DET190810130,Chicago Cubs,Detroit Tigers,Bennett Park,Tommy Connolly,Bill Klem,,,,,Tommy Connolly;Bill Klem,,
1908/10/14,1908,10,14,DET190810140,Chicago Cubs,Detroit Tigers,Bennett Park,Jack Sheridan,Hank O'Day,,,,,Jack Sheridan;Hank O'Day,,
1909/10/08,1909,10,08,PIT190910080,Detroit Tigers,Pittsburgh Pirates,Forbes Field,Jim Johnstone,Silk O'Loughlin,(none),(none),,,Jim Johnstone;Silk O'Loughlin,,
1909/10/09,1909,10,09,PIT190910090,Detroit Tigers,Pittsburgh Pirates,Forbes Field,Billy Evans,Bill Klem,(none),(none),,,Billy Evans;Bill Klem,,
1909/10/11,1909,10,11,DET190910110,Pittsburgh Pirates,Detroit Tigers,Bennett Park,Silk O'Loughlin,Jim Johnstone,(none),(none),(none),Bill Klem,Silk O'Loughlin;Jim Johnstone;Bill Klem,,
1909/10/12,1909,10,12,DET190910120,Pittsburgh Pirates,Detroit Tigers,Bennett Park,Bill Klem,Billy Evans,(none),(none),Silk O'Loughlin,Jim Johnstone,Bill Klem;Billy Evans;Silk O'Loughlin;Jim Johnstone,Bill Donovan ejected by Bill Klem,
1909/10/13,1909,10,13,PIT190910130,Detroit Tigers,Pittsburgh Pirates,Forbes Field,Jim Johnstone,Silk O'Loughlin,(none),(none),Bill Klem,Billy Evans,Jim Johnstone;Silk O'Loughlin;Bill Klem;Billy Evans,,
1909/10/14,1909,10,14,DET190910140,Pittsburgh Pirates,Detroit Tigers,Bennett Park,Billy Evans,Bill Klem,(none),(none),Jim Johnstone,Silk O'Loughlin,Billy Evans;Bill Klem;Jim Johnstone;Silk O'Loughlin,,
1909/10/16,1909,10,16,DET190910160,Pittsburgh Pirates,Detroit Tigers,Bennett Park,Silk O'Loughlin,Jim Johnstone,(none),(none),Billy Evans,Bill Klem,Silk O'Loughlin;Jim Johnstone;Billy Evans;Bill Klem,,
1910/10/17,1910,10,17,PHA191010170,Chicago Cubs,Philadelphia Athletics,Shibe Park,Tommy Connolly,Hank O'Day,(none),(none),Cy Rigler,Jack Sheridan,Tommy Connolly;Hank O'Day;Cy Rigler;Jack Sheridan,,
1910/10/18,1910,10,18,PHA191010180,Chicago Cubs,Philadelphia Athletics,Shibe Park,Cy Rigler,Jack Sheridan,(none),(none),Hank O'Day,Tommy Connolly,Cy Rigler;Jack Sheridan;Hank O'Day;Tommy Connolly,,
1910/10/20,1910,10,20,CHN191010200,Philadelphia Athletics,Chicago Cubs,West Side Grounds,Hank O'Day,Jack Sheridan,(none),(none),Cy Rigler,Tommy Connolly,Hank O'Day;Jack Sheridan;Cy Rigler;Tommy Connolly,Frank Chance ejected by Tommy Connolly,
1910/10/22,1910,10,22,CHN191010220,Philadelphia Athletics,Chicago Cubs,West Side Grounds,Tommy Connolly,Cy Rigler,Jack Sheridan,Hank O'Day,,,Tommy Connolly;Cy Rigler;Jack Sheridan;Hank O'Day,Tom Needham ejected by Tommy Connolly,
1910/10/23,1910,10,23,CHN191010230,Philadelphia Athletics,Chicago Cubs,West Side Grounds,Hank O'Day,Jack Sheridan,(none),(none),Cy Rigler,Tommy Connolly,Hank O'Day;Jack Sheridan;Cy Rigler;Tommy Connolly,,
1911/10/14,1911,10,14,NY1191110140,Philadelphia Athletics,New York Giants,Polo Grounds V,Bill Klem,Bill Dinneen,(none),(none),Bill Brennan,Tommy Connolly,Bill Klem;Bill Dinneen;Bill Brennan;Tommy Connolly,,
1911/10/16,1911,10,16,PHA191110160,New York Giants,Philadelphia Athletics,Shibe Park,Tommy Connolly,Bill Brennan,(none),(none),Bill Klem,Bill Dinneen,Tommy Connolly;Bill Brennan;Bill Klem;Bill Dinneen,,
1911/10/17,1911,10,17,NY1191110170,Philadelphia Athletics,New York Giants,Polo Grounds V,Bill Brennan,Tommy Connolly,(none),(none),Bill Klem,Bill Dinneen,Bill Brennan;Tommy Connolly;Bill Klem;Bill Dinneen,,
1911/10/24,1911,10,24,PHA191110240,New York Giants,Philadelphia Athletics,Shibe Park,Bill Dinneen,Bill Klem,(none),(none),Tommy Connolly,Bill Brennan,Bill Dinneen;Bill Klem;Tommy Connolly;Bill Brennan,,
1911/10/25,1911,10,25,NY1191110250,Philadelphia Athletics,New York Giants,Polo Grounds V,Bill Klem,Bill Dinneen,(none),(none),Tommy Connolly,Bill Brennan,Bill Klem;Bill Dinneen;Tommy Connolly;Bill Brennan,,
1911/10/26,1911,10,26,PHA191110260,New York Giants,Philadelphia Athletics,Shibe Park,Tommy Connolly,Bill Brennan,(none),(none),Bill Klem,Bill Dinneen,Tommy Connolly;Bill Brennan;Bill Klem;Bill Dinneen,,
1912/10/08,1912,10,08,NY1191210080,Boston Red Sox,New York Giants,Polo Grounds V,Bill Klem,Billy Evans,(none),(none),Cy Rigler,Silk O'Loughlin,Bill Klem;Billy Evans;Cy Rigler;Silk O'Loughlin,,
1912/10/09,1912,10,09,BOS191210090,New York Giants,Boston Red Sox,Fenway Park,Silk O'Loughlin,Cy Rigler,(none),(none),Bill Klem,Billy Evans,Silk O'Loughlin;Cy Rigler;Bill Klem;Billy Evans,,
1912/10/10,1912,10,10,BOS191210100,New York Giants,Boston Red Sox,Fenway Park,Billy Evans,Bill Klem,(none),(none),Silk O'Loughlin,Cy Rigler,Billy Evans;Bill Klem;Silk O'Loughlin;Cy Rigler,,
1912/10/11,1912,10,11,NY1191210110,Boston Red Sox,New York Giants,Polo Grounds V,Cy Rigler,Silk O'Loughlin,(none),(none),Billy Evans,Bill Klem,Cy Rigler;Silk O'Loughlin;Billy Evans;Bill Klem,,
1912/10/12,1912,10,12,BOS191210120,New York Giants,Boston Red Sox,Fenway Park,Silk O'Loughlin,Cy Rigler,(none),(none),Bill Klem,Billy Evans,Silk O'Loughlin;Cy Rigler;Bill Klem;Billy Evans,,
1912/10/14,1912,10,14,NY1191210140,Boston Red Sox,New York Giants,Polo Grounds V,Bill Klem,Billy Evans,(none),(none),Silk O'Loughlin,Cy Rigler,Bill Klem;Billy Evans;Silk O'Loughlin;Cy Rigler,,
1912/10/15,1912,10,15,BOS191210150,New York Giants,Boston Red Sox,Fenway Park,Billy Evans,Bill Klem,(none),(none),Silk O'Loughlin,Cy Rigler,Billy Evans;Bill Klem;Silk O'Loughlin;Cy Rigler,,
1912/10/16,1912,10,16,BOS191210160,New York Giants,Boston Red Sox,Fenway Park,Silk O'Loughlin,Cy Rigler,(none),(none),Bill Klem,Billy Evans,Silk O'Loughlin;Cy Rigler;Bill Klem;Billy Evans,,
1913/07/27,1913,07,27,CAG191307270,New York Lincoln Giants,Chicago American Giants,South Side Park III,Ed Goeckel, Schwartz,,,,,Ed Goeckel; Schwartz,,
1913/07/28,1913,07,28,CAG191307280,New York Lincoln Giants,Chicago American Giants,South Side Park III, Kelly,,,,,, Kelly,,
1913/07/29,1913,07,29,CAG191307290,New York Lincoln Giants,Chicago American Giants,South Side Park III, Kelly,,,,,, Kelly,,
1913/07/30,1913,07,30,CAG191307300,New York Lincoln Giants,Chicago American Giants,South Side Park III, Kelly,Jerry Eddinger,,,,, Kelly;Jerry Eddinger,,
1913/07/31,1913,07,31,CAG191307310,New York Lincoln Giants,Chicago American Giants,South Side Park III, Kelly,Jerry Eddinger,,,,, Kelly;Jerry Eddinger,,
1913/08/12,1913,08,12,CAG191308121,New York Lincoln Giants,Chicago American Giants,South Side Park III, Lippert, Kelly,,,,, Lippert; Kelly,,
1913/08/13,1913,08,13,CAG191308130,New York Lincoln Giants,Chicago American Giants,South Side Park III, Kelly, Lippert,,,,, Kelly; Lippert,,
1913/10/07,1913,10,07,NY1191310070,Philadelphia Athletics,New York Giants,Polo Grounds V,Bill Klem,Jack Egan,(none),(none),Cy Rigler,Tommy Connolly,Bill Klem;Jack Egan;Cy Rigler;Tommy Connolly,,
1913/10/08,1913,10,08,PHA191310080,New York Giants,Philadelphia Athletics,Shibe Park,Tommy Connolly,Cy Rigler,(none),(none),Bill Klem,Jack Egan,Tommy Connolly;Cy Rigler;Bill Klem;Jack Egan,,
1913/10/09,1913,10,09,NY1191310090,Philadelphia Athletics,New York Giants,Polo Grounds V,Cy Rigler,Tommy Connolly,(none),(none),Bill Klem,Jack Egan,Cy Rigler;Tommy Connolly;Bill Klem;Jack Egan,,
1913/10/10,1913,10,10,PHA191310100,New York Giants,Philadelphia Athletics,Shibe Park,Jack Egan,Bill Klem,(none),(none),Tommy Connolly,Cy Rigler,Jack Egan;Bill Klem;Tommy Connolly;Cy Rigler,,
1913/10/11,1913,10,11,NY1191310110,Philadelphia Athletics,New York Giants,Polo Grounds V,Bill Klem,Jack Egan,(none),(none),Cy Rigler,Tommy Connolly,Bill Klem;Jack Egan;Cy Rigler;Tommy Connolly,,
1914/10/09,1914,10,09,PHA191410090,Boston Braves,Philadelphia Athletics,Shibe Park,Bill Dinneen,Bill Klem,(none),(none),Lord Byron,George Hildebrand,Bill Dinneen;Bill Klem;Lord Byron;George Hildebrand,,
1914/10/10,1914,10,10,PHA191410100,Boston Braves,Philadelphia Athletics,Shibe Park,George Hildebrand,Lord Byron,(none),(none),Bill Klem,Bill Dinneen,George Hildebrand;Lord Byron;Bill Klem;Bill Dinneen,,
1914/10/12,1914,10,12,BSN191410120,Philadelphia Athletics,Boston Braves,Fenway Park,Bill Klem,Bill Dinneen,(none),(none),Lord Byron,George Hildebrand,Bill Klem;Bill Dinneen;Lord Byron;George Hildebrand,,
1914/10/13,1914,10,13,BSN191410130,Philadelphia Athletics,Boston Braves,Fenway Park,Lord Byron,George Hildebrand,(none),(none),Bill Klem,Bill Dinneen,Lord Byron;George Hildebrand;Bill Klem;Bill Dinneen,,
1915/10/08,1915,10,08,PHI191510080,Boston Red Sox,Philadelphia Phillies,Baker Bowl,Bill Klem,Silk O'Loughlin,(none),(none),Billy Evans,Cy Rigler,Bill Klem;Silk O'Loughlin;Billy Evans;Cy Rigler,,
1915/10/09,1915,10,09,PHI191510090,Boston Red Sox,Philadelphia Phillies,Baker Bowl,Cy Rigler,Billy Evans,(none),(none),Silk O'Loughlin,Bill Klem,Cy Rigler;Billy Evans;Silk O'Loughlin;Bill Klem,,
1915/10/11,1915,10,11,BOS191510110,Philadelphia Phillies,Boston Red Sox,Braves Field,Silk O'Loughlin,Bill Klem,(none),(none),Cy Rigler,Billy Evans,Silk O'Loughlin;Bill Klem;Cy Rigler;Billy Evans,,
1915/10/12,1915,10,12,BOS191510120,Philadelphia Phillies,Boston Red Sox,Braves Field,Billy Evans,Cy Rigler,(none),(none),Silk O'Loughlin,Bill Klem,Billy Evans;Cy Rigler;Silk O'Loughlin;Bill Klem,,
1915/10/13,1915,10,13,PHI191510130,Boston Red Sox,Philadelphia Phillies,Baker Bowl,Bill Klem,Silk O'Loughlin,(none),(none),Billy Evans,Cy Rigler,Bill Klem;Silk O'Loughlin;Billy Evans;Cy Rigler,,
1916/10/07,1916,10,07,BOS191610070,Brooklyn Dodgers,Boston Red Sox,Braves Field,Tommy Connolly,Hank O'Day,(none),(none),Ernie Quigley,Bill Dinneen,Tommy Connolly;Hank O'Day;Ernie Quigley;Bill Dinneen,,
1916/10/09,1916,10,09,BOS191610090,Brooklyn Dodgers,Boston Red Sox,Braves Field,Bill Dinneen,Ernie Quigley,(none),(none),Tommy Connolly,Hank O'Day,Bill Dinneen;Ernie Quigley;Tommy Connolly;Hank O'Day,,
1916/10/10,1916,10,10,BRO191610100,Boston Red Sox,Brooklyn Dodgers,Ebbets Field,Hank O'Day,Tommy Connolly,(none),(none),Ernie Quigley,Bill Dinneen,Hank O'Day;Tommy Connolly;Ernie Quigley;Bill Dinneen,,
1916/10/11,1916,10,11,BRO191610110,Boston Red Sox,Brooklyn Dodgers,Ebbets Field,Ernie Quigley,Bill Dinneen,(none),(none),Hank O'Day,Tommy Connolly,Ernie Quigley;Bill Dinneen;Hank O'Day;Tommy Connolly,,
1916/10/12,1916,10,12,BOS191610120,Brooklyn Dodgers,Boston Red Sox,Braves Field,Tommy Connolly,Hank O'Day,(none),(none),Bill Dinneen,Ernie Quigley,Tommy Connolly;Hank O'Day;Bill Dinneen;Ernie Quigley,,
1917/10/06,1917,10,06,CHA191710060,New York Giants,Chicago White Sox,Comiskey Park I,Silk O'Loughlin,Bill Klem,Cy Rigler,Billy Evans,,,Silk O'Loughlin;Bill Klem;Cy Rigler;Billy Evans,,
1917/10/07,1917,10,07,CHA191710070,New York Giants,Chicago White Sox,Comiskey Park I,Billy Evans,Cy Rigler,Bill Klem,Silk O'Loughlin,,,Billy Evans;Cy Rigler;Bill Klem;Silk O'Loughlin,,
1917/10/10,1917,10,10,NY1191710100,Chicago White Sox,New York Giants,Polo Grounds V,Bill Klem,Silk O'Loughlin,Billy Evans,Cy Rigler,,,Bill Klem;Silk O'Loughlin;Billy Evans;Cy Rigler,,
1917/10/11,1917,10,11,NY1191710110,Chicago White Sox,New York Giants,Polo Grounds V,Cy Rigler,Billy Evans,Silk O'Loughlin,Bill Klem,,,Cy Rigler;Billy Evans;Silk O'Loughlin;Bill Klem,,
1917/10/13,1917,10,13,CHA191710130,New York Giants,Chicago White Sox,Comiskey Park I,Silk O'Loughlin,Bill Klem,Cy Rigler,Billy Evans,,,Silk O'Loughlin;Bill Klem;Cy Rigler;Billy Evans,,
1917/10/15,1917,10,15,NY1191710150,Chicago White Sox,New York Giants,Polo Grounds V,Bill Klem,Silk O'Loughlin,Billy Evans,Cy Rigler,,,Bill Klem;Silk O'Loughlin;Billy Evans;Cy Rigler,,
1918/09/05,1918,09,05,CHN191809050,Boston Red Sox,Chicago Cubs,Comiskey Park I,Hank O'Day,George Hildebrand,Bill Klem,Brick Owens,,,Hank O'Day;George Hildebrand;Bill Klem;Brick Owens,,
1918/09/06,1918,09,06,CHN191809060,Boston Red Sox,Chicago Cubs,Comiskey Park I,George Hildebrand,Bill Klem,Brick Owens,Hank O'Day,,,George Hildebrand;Bill Klem;Brick Owens;Hank O'Day,,
1918/09/07,1918,09,07,CHN191809070,Boston Red Sox,Chicago Cubs,Comiskey Park I,Bill Klem,Brick Owens,Hank O'Day,George Hildebrand,,,Bill Klem;Brick Owens;Hank O'Day;George Hildebrand,,
1918/09/09,1918,09,09,BOS191809090,Chicago Cubs,Boston Red Sox,Fenway Park,Brick Owens,Hank O'Day,George Hildebrand,Bill Klem,,,Brick Owens;Hank O'Day;George Hildebrand;Bill Klem,,
1918/09/10,1918,09,10,BOS191809100,Chicago Cubs,Boston Red Sox,Fenway Park,Hank O'Day,George Hildebrand,Bill Klem,Brick Owens,,,Hank O'Day;George Hildebrand;Bill Klem;Brick Owens,,
1918/09/11,1918,09,11,BOS191809110,Chicago Cubs,Boston Red Sox,Fenway Park,George Hildebrand,Bill Klem,Brick Owens,Hank O'Day,,,George Hildebrand;Bill Klem;Brick Owens;Hank O'Day,,
1919/10/01,1919,10,01,CIN191910010,Chicago White Sox,Cincinnati Reds,Crosley Field,Cy Rigler,Billy Evans,Dick Nallin,Ernie Quigley,,,Cy Rigler;Billy Evans;Dick Nallin;Ernie Quigley,,
1919/10/02,1919,10,02,CIN191910020,Chicago White Sox,Cincinnati Reds,Crosley Field,Billy Evans,Ernie Quigley,Dick Nallin,Cy Rigler,,,Billy Evans;Ernie Quigley;Dick Nallin;Cy Rigler,,
1919/10/03,1919,10,03,CHA191910030,Cincinnati Reds,Chicago White Sox,Comiskey Park I,Ernie Quigley,Dick Nallin,Cy Rigler,Billy Evans,,,Ernie Quigley;Dick Nallin;Cy Rigler;Billy Evans,,
1919/10/04,1919,10,04,CHA191910040,Cincinnati Reds,Chicago White Sox,Comiskey Park I,Dick Nallin,Cy Rigler,Billy Evans,Ernie Quigley,,,Dick Nallin;Cy Rigler;Billy Evans;Ernie Quigley,,
1919/10/06,1919,10,06,CHA191910060,Cincinnati Reds,Chicago White Sox,Comiskey Park I,Cy Rigler,Billy Evans,Ernie Quigley,Dick Nallin,,,Cy Rigler;Billy Evans;Ernie Quigley;Dick Nallin,Ray Schalk ejected by Cy Rigler,
1919/10/07,1919,10,07,CIN191910070,Chicago White Sox,Cincinnati Reds,Crosley Field,Billy Evans,Ernie Quigley,Dick Nallin,Cy Rigler,,,Billy Evans;Ernie Quigley;Dick Nallin;Cy Rigler,,
1919/10/08,1919,10,08,CIN191910080,Chicago White Sox,Cincinnati Reds,Crosley Field,Ernie Quigley,Dick Nallin,Cy Rigler,Billy Evans,,,Ernie Quigley;Dick Nallin;Cy Rigler;Billy Evans,,
1919/10/09,1919,10,09,CHA191910090,Cincinnati Reds,Chicago White Sox,Comiskey Park I,Dick Nallin,Cy Rigler,Billy Evans,Ernie Quigley,,,Dick Nallin;Cy Rigler;Billy Evans;Ernie Quigley,,
1920/10/05,1920,10,05,BRO192010050,Cleveland Indians,Brooklyn Dodgers,Ebbets Field,Bill Klem,Tommy Connolly,Hank O'Day,Bill Dinneen,,,Bill Klem;Tommy Connolly;Hank O'Day;Bill Dinneen,,
1920/10/06,1920,10,06,BRO192010060,Cleveland Indians,Brooklyn Dodgers,Ebbets Field,Tommy Connolly,Hank O'Day,Bill Dinneen,Bill Klem,,,Tommy Connolly;Hank O'Day;Bill Dinneen;Bill Klem,,
1920/10/07,1920,10,07,BRO192010070,Cleveland Indians,Brooklyn Dodgers,Ebbets Field,Hank O'Day,Bill Dinneen,Bill Klem,Tommy Connolly,,,Hank O'Day;Bill Dinneen;Bill Klem;Tommy Connolly,,
1920/10/09,1920,10,09,CLE192010090,Brooklyn Dodgers,Cleveland Indians,League Park IV,Bill Dinneen,Bill Klem,Tommy Connolly,Hank O'Day,,,Bill Dinneen;Bill Klem;Tommy Connolly;Hank O'Day,,
1920/10/10,1920,10,10,CLE192010100,Brooklyn Dodgers,Cleveland Indians,League Park IV,Bill Klem,Tommy Connolly,Hank O'Day,Bill Dinneen,,,Bill Klem;Tommy Connolly;Hank O'Day;Bill Dinneen,,
1920/10/11,1920,10,11,CLE192010110,Brooklyn Dodgers,Cleveland Indians,League Park IV,Tommy Connolly,Hank O'Day,Bill Dinneen,Bill Klem,,,Tommy Connolly;Hank O'Day;Bill Dinneen;Bill Klem,,
1920/10/12,1920,10,12,CLE192010120,Brooklyn Dodgers,Cleveland Indians,League Park IV,Hank O'Day,Bill Dinneen,Bill Klem,Tommy Connolly,,,Hank O'Day;Bill Dinneen;Bill Klem;Tommy Connolly,,
1921/10/05,1921,10,05,NY1192110050,New York Yankees,New York Giants,Polo Grounds V,Cy Rigler,George Moriarty,Ernie Quigley,Ollie Chill,,,Cy Rigler;George Moriarty;Ernie Quigley;Ollie Chill,,
1921/10/06,1921,10,06,NYA192110060,New York Giants,New York Yankees,Polo Grounds V,George Moriarty,Ernie Quigley,Ollie Chill,Cy Rigler,,,George Moriarty;Ernie Quigley;Ollie Chill;Cy Rigler,,
1921/10/07,1921,10,07,NY1192110070,New York Yankees,New York Giants,Polo Grounds V,Ernie Quigley,Ollie Chill,Cy Rigler,George Moriarty,,,Ernie Quigley;Ollie Chill;Cy Rigler;George Moriarty,,
1921/10/09,1921,10,09,NYA192110090,New York Giants,New York Yankees,Polo Grounds V,Ollie Chill,Cy Rigler,George Moriarty,Ernie Quigley,,,Ollie Chill;Cy Rigler;George Moriarty;Ernie Quigley,,
1921/10/10,1921,10,10,NY1192110100,New York Yankees,New York Giants,Polo Grounds V,Cy Rigler,George Moriarty,Ernie Quigley,Ollie Chill,,,Cy Rigler;George Moriarty;Ernie Quigley;Ollie Chill,Casey Stengel ejected by George Moriarty,
1921/10/11,1921,10,11,NYA192110110,New York Giants,New York Yankees,Polo Grounds V,George Moriarty,Ernie Quigley,Ollie Chill,Cy Rigler,,,George Moriarty;Ernie Quigley;Ollie Chill;Cy Rigler,Earl Smith ejected by George Moriarty,
1921/10/12,1921,10,12,NY1192110120,New York Yankees,New York Giants,Polo Grounds V,Ernie Quigley,Ollie Chill,Cy Rigler,George Moriarty,,,Ernie Quigley;Ollie Chill;Cy Rigler;George Moriarty,,
1921/10/13,1921,10,13,NYA192110130,New York Giants,New York Yankees,Polo Grounds V,Ollie Chill,Cy Rigler,George Moriarty,Ernie Quigley,,,Ollie Chill;Cy Rigler;George Moriarty;Ernie Quigley,Jesse Burkett ejected by Ollie Chill;Phil Douglas ejected by Ollie Chill;Fred Toney ejected by Ollie Chill,
1922/10/04,1922,10,04,NY1192210040,New York Yankees,New York Giants,Polo Grounds V,Bill Klem,George Hildebrand,Barry McCormick,Brick Owens,,,Bill Klem;George Hildebrand;Barry McCormick;Brick Owens,,
1922/10/05,1922,10,05,NYA192210050,New York Giants,New York Yankees,Polo Grounds V,George Hildebrand,Barry McCormick,Brick Owens,Bill Klem,,,George Hildebrand;Barry McCormick;Brick Owens;Bill Klem,,
1922/10/06,1922,10,06,NY1192210060,New York Yankees,New York Giants,Polo Grounds V,Barry McCormick,Brick Owens,Bill Klem,George Hildebrand,,,Barry McCormick;Brick Owens;Bill Klem;George Hildebrand,,
1922/10/07,1922,10,07,NYA192210070,New York Giants,New York Yankees,Polo Grounds V,Brick Owens,Bill Klem,George Hildebrand,Barry McCormick,,,Brick Owens;Bill Klem;George Hildebrand;Barry McCormick,,
1922/10/08,1922,10,08,NY1192210080,New York Yankees,New York Giants,Polo Grounds V,Bill Klem,George Hildebrand,Barry McCormick,Brick Owens,,,Bill Klem;George Hildebrand;Barry McCormick;Brick Owens,,
1923/10/10,1923,10,10,NYA192310100,New York Giants,New York Yankees,Yankee Stadium I,Billy Evans,Hank O'Day,Dick Nallin,Bob Hart,,,Billy Evans;Hank O'Day;Dick Nallin;Bob Hart,Bullet Joe Bush ejected by Hank O'Day,
1923/10/11,1923,10,11,NY1192310110,New York Yankees,New York Giants,Polo Grounds V,Hank O'Day,Dick Nallin,Bob Hart,Billy Evans,,,Hank O'Day;Dick Nallin;Bob Hart;Billy Evans,,
1923/10/12,1923,10,12,NYA192310120,New York Giants,New York Yankees,Yankee Stadium I,Dick Nallin,Bob Hart,Billy Evans,Hank O'Day,,,Dick Nallin;Bob Hart;Billy Evans;Hank O'Day,,
1923/10/13,1923,10,13,NY1192310130,New York Yankees,New York Giants,Polo Grounds V,Bob Hart,Billy Evans,Hank O'Day,Dick Nallin,,,Bob Hart;Billy Evans;Hank O'Day;Dick Nallin,,
1923/10/14,1923,10,14,NYA192310140,New York Giants,New York Yankees,Yankee Stadium I,Billy Evans,Hank O'Day,Dick Nallin,Bob Hart,,,Billy Evans;Hank O'Day;Dick Nallin;Bob Hart,,
